,Symbol,Name,Sector,Industry,market,CIK
4161,AMH^,American Homes 4 Rent 6.35% Series E Cumulative Redeemable Perpetual Preferred Shares of Beneficial Interest,,,nyse,0001562401
4162,AMH^F,American Homes 4 Rent 5.875% Series F Cumulative Redeemable Perpetual Preferred Shares,,,nyse,0001562401
4163,AM,American Homes 4 Rent Series G cumulative redeemable perpetual preferred shares of beneficial interest,,,nyse,0001623925
4164,AMH^,American Homes 4 Rent Series H cumulative redeemable perpetual Preferred Shares of Beneficial Interest,,,nyse,0001562401
4165,AMK,AssetMark Financial Holdings Inc. Common Stock,Finance,Investment Managers,nyse,0001591587
4166,AMN,AMN Healthcare Services Inc AMN Healthcare Services Inc,Technology,Professional Services,nyse,0001142750
4167,AMOV,America Movil S.A.B. de C.V. Class A American Depositary Shares,Public Utilities,Telecommunications Equipment,nyse,0001129137
4168,AMP,Ameriprise Financial Inc. Common Stock,Finance,Investment Managers,nyse,0000820027
4169,AMPY,Amplify Energy Corp. Common Stock,Energy,Oil & Gas Production,nyse,0001533924
4170,AMR,Alpha Metallurgical Resources Inc. Common Stock,Energy,Coal Mining,nyse,0001704715
4171,AMRC,Ameresco Inc. Class A Common Stock,Basic Industries,Engineering & Construction,nyse,0001488139
4172,AMRX,Amneal Pharmaceuticals Inc. Class A Common Stock,Health Care,Major Pharmaceuticals,nyse,0001723128
4173,AMT,American Tower Corporation (REIT) Common Stock,Consumer Services,Real Estate Investment Trusts,nyse,0001053507
4174,AMWL,American Well Corporation Class A Common Stock,Miscellaneous,Business Services,nyse,0001393584
4175,AMX,America Movil S.A.B. de C.V. American Depository Receipt Series L,Public Utilities,Telecommunications Equipment,nyse,0001129137
4176,AN,AutoNation Inc. Common Stock,Consumer Durables,Automotive Aftermarket,nyse,0000350698
4177,ANET,Arista Networks Inc. Common Stock,Technology,Computer Communications Equipment,nyse,0001596532
4178,ANF,Abercrombie & Fitch Company Common Stock,Consumer Services,Clothing/Shoe/Accessory Stores,nyse,0001018840
4179,ANTM,Anthem Inc. Common Stock,Health Care,Medical Specialities,nyse,0001156039
4180,AOD,Aberdeen Total Dynamic Dividend Fund Common Stock,,,nyse,0001379400
4181,AON,Aon plc Class A Ordinary Shares (Ireland),Finance,Specialty Insurers,nyse,0000315293
4182,AONE,one Class A Ordinary Shares,Finance,Business Services,nyse,0001816613
4183,AOS,A.O. Smith Corporation Common Stock,Consumer Durables,Consumer Electronics/Appliances,nyse,0000091142
4184,AP,Ampco-Pittsburgh Corporation Common Stock,Capital Goods,Fluid Controls,nyse,0000006176
4185,APAM,Artisan Partners Asset Management Inc. Class A Common Stock,Finance,Investment Managers,nyse,0001517302
4186,APD,Air Products and Chemicals Inc. Common Stock,Basic Industries,Major Chemicals,nyse,0000002969
4187,APG,APi Group Corporation Common Stock,Basic Industries,Engineering & Construction,nyse,0001796209
4188,APH,Amphenol Corporation Common Stock,Capital Goods,Electrical Products,nyse,0000820313
4189,APLE,Apple Hospitality REIT Inc. Common Shares,Consumer Services,Real Estate Investment Trusts,nyse,0001418121
4190,APO,Apollo Global Management Inc. Class A Common Stock,Finance,Investment Managers,nyse,0001411494
4191,A,Apollo Global Management Inc. 6.375% Series A Preferred Shares,,,nyse,0001090872
4192,APO^B,Apollo Global Management Inc 6.375% Series B Preferred Shares,,,nyse,0001411494
4193,APRN,Blue Apron Holdings Inc. Class A Common Stock,Consumer Services,Catalog/Specialty Distribution,nyse,0001701114
4194,APSG,Apollo Strategic Growth Capital Class A Ordinary Shares,Finance,Business Services,nyse,0001820872
4195,APTS,Preferred Apartment Communities Inc. Common Stock,Consumer Services,Real Estate Investment Trusts,nyse,0001481832
4196,APTV,Aptiv PLC Ordinary Shares,Capital Goods,Auto Parts:O.E.M.,nyse,0001521332
4197,APT,Aptiv PLC 5.50% Series A Mandatory Convertible Preferred Shares,,,nyse,0000884269
4198,AQN,Algonquin Power & Utilities Corp. Common Shares,Public Utilities,Electric Utilities: Central,nyse,0001174169
4199,AQNA,Algonquin Power & Utilities Corp. 6.875% Fixed-to-Floating Rate Subordinated Notes Series 2018-A due October 17 2078,Public Utilities,Electric Utilities: Central,nyse,0001174169
4200,AQNB,Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1 2079,Public Utilities,Electric Utilities: Central,nyse,0001174169
4201,AQUA,Evoqua Water Technologies Corp. Common Stock,Technology,Industrial Machinery/Components,nyse,0001604643
4202,AR,Antero Resources Corporation Common Stock,Energy,Oil & Gas Production,nyse,0001433270
4203,ARC,ARC Document Solutions Inc. Common Stock,Consumer Services,Professional Services,nyse,0001305168
4204,ARCH,Arch Resources Inc. Class A Common Stock,Energy,Coal Mining,nyse,0001037676
4205,ARCO,Arcos Dorados Holdings Inc. Class A Shares,Consumer Services,Restaurants,nyse,0001508478
4206,ARD,Ardagh Group S.A. Common Shares,Consumer Durables,Containers/Packaging,nyse,0001689662
4207,ARDC,Ares Dynamic Credit Allocation Fund Inc. Common Shares,,,nyse,0001515324
4208,ARE,Alexandria Real Estate Equities Inc. Common Stock,Consumer Services,Real Estate Investment Trusts,nyse,0001035443
4209,ARES,Ares Management Corporation Class A Common Stock,Finance,Investment Managers,nyse,0001176948
4210,ARES^,Ares Management Corporation 7.00% Series A Preferred Stock,,,nyse,0001176948
4211,ARGD,Argo Group International Holdings Ltd. 6.5% Senior Notes Due 2042,Finance,Specialty Insurers,nyse,0001091748
4212,ARGO,Argo Group International Holdings Ltd.,Finance,Specialty Insurers,nyse,0001091748
4213,ARGO,Argo Group International Holdings Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 7.00% Resettable Fixed Rate Preference Share Series A,,,nyse,0001091748
4214,ARI,Apollo Commercial Real Estate Finance Inc,Consumer Services,Real Estate Investment Trusts,nyse,0001467760
4215,ARL,American Realty Investors Inc. Common Stock,Finance,Real Estate,nyse,0001102238
4216,ARLO,Arlo Technologies Inc. Common Stock,Consumer Non-Durables,Consumer Electronics/Appliances,nyse,0001736946
4217,ARMK,Aramark Common Stock,Consumer Services,Restaurants,nyse,0001584509
4218,ARNC,Arconic Corporation Common Stock ,,,nyse,0001790982
4219,AROC,Archrock Inc. Common Stock,Public Utilities,Natural Gas Distribution,nyse,0001389050
4220,ARR,ARMOUR Residential REIT Inc.,Consumer Services,Real Estate Investment Trusts,nyse,0001428205
4221,ARR^,ARMOUR Residential REIT Inc. 7% Series C Cumulative Redeemable Preferred Stock (liquidation preference $25.00 per share),,,nyse,0001428205
4222,ARW,Arrow Electronics Inc. Common Stock,Technology,Electronic Components,nyse,0000007536
4223,ASA,ASA  Gold and Precious Metals Limited,,,nyse,0001230869
4224,ASAI,Sendas Distribuidora S.A. ADS,Consumer Services,Food Chains,nyse,0001834048
4225,ASAN,Asana Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,nyse,0001477720
4226,ASAQ,Atlantic Street Acquisition Corp Class A Common Stock,Finance,Business Services,nyse,0001819510
4227,ASB,Associated Banc-Corp Common Stock,Finance,Major Banks,nyse,0000007789
4228,ASB^,Associated Banc-Corp Depositary shares each representing a 1/40th ownership interest in a share of 6.125% Non-Cumulative Perpetual Preferred Stock Series C,,,nyse,0000007789
4229,ASB^,Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of Associated Banc-Corp 5.375% Non-Cumulative Perpetual Preferred Stock Series D,,,nyse,0000007789
4230,ASB^E,Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of 5.875% Non-Cumulative Perpetual Preferred Stock Series E,,,nyse,0000007789
4231,ASB^F,Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of Associated Banc-Corp 5.625% Non-Cumulative Perpetual Preferred Stock Series F,,,nyse,0000007789
4232,ASC,Ardmore Shipping Corporation Common Stock,Transportation,Marine Transportation,nyse,0001577437
4233,ASG,Liberty All-Star Growth Fund Inc.,,,nyse,0000786035
4234,ASGI,Aberdeen Standard Global Infrastructure Income Fund Common Shares of Beneficial Interest,,,nyse,0001793855
4235,ASGN,ASGN Incorporated Common Stock,Technology,Professional Services,nyse,0000890564
4236,ASH,Ashland Global Holdings Inc. Common Stock,Consumer Durables,Specialty Chemicals,nyse,0001674862
4237,ASIX,AdvanSix Inc. Common Stock ,Basic Industries,Major Chemicals,nyse,0001673985
4238,ASPL,Aspirational Consumer Lifestyle Corp. Class A Ordinary Shares,Finance,Business Services,nyse,0001819516
4239,ASPN,Aspen Aerogels Inc. Common Stock,Consumer Services,RETAIL: Building Materials,nyse,0001145986
4240,ASR,Grupo Aeroportuario del Sureste S.A. de C.V. Common Stock,Transportation,Aerospace,nyse,0001123452
4241,ASX,ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two Common Shares) ,Technology,Semiconductors,nyse,0001122411
4242,AT,Atlantic Power Corporation Ordinary Shares (Canada),Energy,Electric Utilities: Central,nyse,0001419242
4243,ATA,Americas Technology Acquisition Corp. Ordinary Shares,Finance,Business Services,nyse,0001825254
4244,ATAC,Altimar Acquisition Corporation Class A Ordinary Shares,Finance,Investment Managers,nyse,0001823945
4245,ATC,Atotech Limited Common Shares,Basic Industries,Major Chemicals,nyse,0001762459
4246,ATCO,Atlas Corp. Common Shares,Transportation,Marine Transportation,nyse,0001794846
4247,ATCO^,Atlas Corp. 7.95% Series D,,,nyse,0001794846
4248,ATCO^,Atlas Corp. 8.25% Series E,,,nyse,0001794846
4249,ATCO^,Atlas Corp. 8.20% Series G,,,nyse,0001794846
4250,ATCO^,Atlas Corp. 7.875% Series H,,,nyse,0001794846
4251,ATCO^I,Atlas Corp. Series I Fixed-to-Floating ,,,nyse,0001794846
4252,ATEN,A10 Networks Inc. Common Stock,Technology,Computer Communications Equipment,nyse,0001580808
4253,ATGE,Adtalem Global Education Inc. Common Stock,Consumer Services,Other Consumer Services,nyse,0000730464
4254,ATH,Athene Holding Ltd. Class A Common Shares,Finance,Life Insurance,nyse,0001527469
4255,ATH,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 6.35% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Share Series A,,,nyse,0001527469
4256,ATH^,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 5.625% Fixed Rate Perpetual Non- Cumulative Preference Share Series B par value $1.00 per share,,,nyse,0001527469
4257,ATH^C,Athene Holding Ltd. Depositary Shares each representing a 1/1000th Interest in a Share of 6.375% Fixed-Rate Reset Perpetual Non-Cumulative Preference Shares Series C,,,nyse,0001527469
4258,ATH^,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 4.875% Fixed-Rate Perpetual Non-Cumulative Preference Share Series D,,,nyse,0001527469
4259,ATHM,Autohome Inc. American Depositary Shares each representing four class A ordinary shares.,Technology,EDP Services,nyse,0001527636
4260,ATI,Allegheny Technologies Incorporated Common Stock,Basic Industries,Steel/Iron Ore,nyse,0001018963
4261,ATKR,Atkore Inc. Common Stock,Miscellaneous,Industrial Machinery/Components,nyse,0001666138
4262,ATMR,Altimar Acquisition Corp. II Class A Ordinary Shares,Finance,Business Services,nyse,0001836176
4263,ATO,Atmos Energy Corporation Common Stock,Public Utilities,Oil/Gas Transmission,nyse,0000731802
4264,ATR,AptarGroup Inc. Common Stock,Consumer Non-Durables,Plastic Products,nyse,0000896622
4265,ATTO,Atento S.A. Ordinary Shares,Public Utilities,Telecommunications Equipment,nyse,0001606457
4266,ATUS,Altice USA Inc. Class A Common Stock,Consumer Services,Television Services,nyse,0001702780
4267,AU,AngloGold Ashanti Limited Common Stock,Basic Industries,Precious Metals,nyse,0001067428
4268,AUY,Yamana Gold Inc. Ordinary Shares (Canada),Basic Industries,Precious Metals,nyse,0001264089
4269,AVA,Avista Corporation Common Stock,Public Utilities,Power Generation,nyse,0000104918
4270,AVAL,Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares),Finance,Commercial Banks,nyse,0001504764
4271,AVAN,Avanti Acquisition Corp. Class A Ordinary Shares,Finance,Business Services,nyse,0001819608
4272,AVB,AvalonBay Communities Inc. Common Stock,Consumer Services,Real Estate Investment Trusts,nyse,0000915912
4273,AVD,American Vanguard Corporation Common Stock ($0.10 Par Value),Basic Industries,Agricultural Chemicals,nyse,0000005981
4274,AVK,Advent Convertible and Income Fund,,,nyse,0001219120
4275,AVLR,Avalara Inc. Common Stock,Technology,Computer Software: Prepackaged Software,nyse,0001348036
4276,AVNS,Avanos Medical Inc. Common Stock,Health Care,Industrial Specialties,nyse,0001606498
4277,AVNT,Avient Corporation Common Stock,Basic Industries,Major Chemicals,nyse,0001122976
4278,AVTR,Avantor Inc. Common Stock,Capital Goods,Biotechnology: Laboratory Analytical Instruments,nyse,0001722482
4279,AVTR^A,Avantor Inc. Series A Mandatory Convertible Preferred Stock,,,nyse,0001722482
4280,AVY,Avery Dennison Corporation Common Stock,Consumer Durables,Containers/Packaging,nyse,0000008818
4281,AVYA,Avaya Holdings Corp. Common Stock,Public Utilities,Telecommunications Equipment,nyse,0001418100
4282,AWF,Alliancebernstein Global High Income Fund,,,nyse,0000906013
4283,AWI,Armstrong World Industries Inc Common Stock,Consumer Non-Durables,Plastic Products,nyse,0000007431
4284,AWK,American Water Works Company Inc. Common Stock,Public Utilities,Water Supply,nyse,0001410636
4285,AWP,Aberdeen Global Premier Properties Fund Common Shares of Beneficial Interest,,,nyse,0001390195
4286,AWR,American States Water Company Common Stock,Public Utilities,Water Supply,nyse,0001056903
4287,AX,Axos Financial Inc. Common Stock,Finance,Savings Institutions,nyse,0001299709
4288,AXL,American Axle & Manufacturing Holdings Inc. Common Stock,Capital Goods,Auto Parts:O.E.M.,nyse,0001062231
4289,AXP,American Express Company Common Stock,Finance,Finance: Consumer Services,nyse,0000004962
4290,AXR,AMREP Corporation Common Stock,Consumer Services,Newspapers/Magazines,nyse,0000006207
4291,AXS,Axis Capital Holdings Limited Common Stock,Finance,Property-Casualty Insurers,nyse,0001214816
4292,AXS^E,Axis Capital Holdings Limited Depositary Shares each representing 1/100th interest in a share of a 5.50% Series E Preferred Shares,,,nyse,0001214816
4293,AXTA,Axalta Coating Systems Ltd. Common Shares,Basic Industries,Paints/Coatings,nyse,0001616862
4294,AYI,Acuity Brands Inc. ,Consumer Durables,Building Products,nyse,0001144215
4295,AYX,Alteryx Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,nyse,0001689923
4296,AZEK,The AZEK Company Inc. Class A Common Stock,Consumer Non-Durables,Plastic Products,nyse,0001782754
4297,AZO,AutoZone Inc. Common Stock,Consumer Services,Other Specialty Stores,nyse,0000866787
4298,AZRE,Azure Power Global Limited Equity Shares,Public Utilities,Electric Utilities: Central,nyse,0001633438
4299,AZUL,Azul S.A. American Depositary Shares (each representing three preferred shares),Transportation,Air Freight/Delivery Services,nyse,0001432364
4300,AZZ,AZZ Inc.,Consumer Durables,Building Products,nyse,0000008947
4301,B,Barnes Group Inc. Common Stock,Capital Goods,Metal Fabrications,nyse,0000009984
4302,BA,Boeing Company (The) Common Stock,Capital Goods,Aerospace,nyse,0000012927
4303,BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,Miscellaneous,Business Services,nyse,0001577552
4304,BAC,Bank of America Corporation Common Stock,Finance,Major Banks,nyse,0000070858
4305,BAC^A,Bank of America Corporation Depositary Shares each representing a 1/1000 th interest in a share of Bank of America Corporation 6.000% Non-Cumulative,,,nyse,0000070858
4306,BAC^B,Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 6.000% Non-Cumulative Preferred Stock Series GG,,,nyse,0000070858
4307,BAC^E,Bank of America Corporation Depositary Sh repstg 1/1000th Perp Pfd Ser E,,,nyse,0000070858
4308,BAC^,Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 5.875% Non- Cumulative Preferred Stock Series HH,,,nyse,0000070858
4309,BAC^L,Bank of America Corporation Non Cumulative Perpetual Conv Pfd Ser L,,,nyse,0000070858
4310,BAC,Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 5.375% Non-Cumulative Preferred Stock Series KK,,,nyse,0000070858
4311,B,Bank of America Corporation Depositary shares each representing 1/1000th interest in a share of 5.000% Non-Cumulative Preferred Stock Series LL,,,nyse,0000009984
4312,BAC^O,Bank of America Corporation Depositary shares each representing 1/1000th interest in a share of 4.375% Non-Cumulative Preferred Stock Series NN,,,nyse,0000070858
4313,BAC^P,Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 4.125% Non-Cumulative Preferred Stock Series PP,,,nyse,0000070858
4314,BAH,Booz Allen Hamilton Holding Corporation Common Stock,Consumer Services,Professional Services,nyse,0001443646
4315,BAK,Braskem SA ADR,Basic Industries,Major Chemicals,nyse,0001071438
4316,BALY,Bally's Corporation Common Stock,Consumer Services,Hotels/Resorts,nyse,0001747079
4317,BAM,Brookfield Asset Management Inc. Common Stock,Consumer Services,Building operators,nyse,0001001085
4318,BAMH,Brookfield Finance Inc. 4.625% Subordinated Notes due October 16 2080,Consumer Services,Building operators,nyse,0001001085
4319,BAMI,Brookfield Finance Inc. 4.50% Perpetual Subordinated Notes,Consumer Services,Building operators,nyse,0001001085
4320,BANC,Banc of California Inc. Common Stock,Finance,Major Banks,nyse,0001169770
